"What topics does '🕉️ Philosophy & Doctrine — The Eternal Foundation' cover, and where does it live?",DSA-Grandmaster-Codex/00-PHILOSOPHY-AND-DOCTRINE/00-Index.md — covers: 📜 Contents
"What topics does '🔍 Searching Algorithms' cover, and where does it live?",DSA-Grandmaster-Codex/05-ALGORITHMS-UNIVERSE/01-Searching.md — covers: I. LINEAR SEARCH — O(n); II. BINARY SEARCH — O(log n); III. BINARY SEARCH ON ANSWER; IV. TERNARY SEARCH — O(log n); V. EXPONENTIAL / GALLOPING SEARCH — O(log p) where p is target position; VI. INTERPOLATION SEARCH — O(log log n) for uniform distribution; VII. JUMP SEARCH — O(√n); VIII. SEARCH IN ROTATED SORTED ARRAY; IX. PROBLEMS
"What topics does '🔢 Sorting Algorithms' cover, and where does it live?",DSA-Grandmaster-Codex/05-ALGORITHMS-UNIVERSE/02-Sorting.md — covers: I. THE SORTING ZOO; II. THE LOWER BOUND; III. THE THREE MUST-IMPLEMENT FROM SCRATCH; IV. NON-COMPARISON SORTS; V. TIMSORT (Python's & Java's standard); VI. INTROSORT (C++ std::sort); VII. CUSTOM COMPARATORS; VIII. SORTING-ENABLED PATTERNS; IX. PROBLEMS; X. WHEN TO PICK WHICH; XI. PARALLEL SORTING
"What topics does '⚔️ Divide and Conquer — The Recursive Worldview' cover, and where does it live?",DSA-Grandmaster-Codex/05-ALGORITHMS-UNIVERSE/03-Divide-And-Conquer.md — covers: I. THE PARADIGM; II. THE MASTER THEOREM; III. CLASSIC D&C ALGORITHMS; IV. WHEN D&C SHINES; V. WHEN NOT D&C; VI. PROBLEMS
"What topics does '💎 Greedy Algorithms — When Local is Global' cover, and where does it live?",DSA-Grandmaster-Codex/05-ALGORITHMS-UNIVERSE/04-Greedy-Algorithms.md — covers: I. THE GREEDY PROMISE; II. THE TWO REQUIREMENTS; III. THE PROOF TECHNIQUES; IV. CLASSIC GREEDY ALGORITHMS; V. WHEN GREEDY FAILS; VI. THE GREEDY PROBLEM CHECKLIST; VII. GREEDY PROBLEM CATEGORIES; VIII. EXCHANGE ARGUMENT — A WORKED EXAMPLE; IX. PROBLEMS (TOP 25); X. THE FINAL TRUTH
"What topics does '🌀 Backtracking — Systematic State-Space Search' cover, and where does it live?",DSA-Grandmaster-Codex/05-ALGORITHMS-UNIVERSE/05-Backtracking.md — covers: I. THE PARADIGM; II. THE BACKTRACKING TEMPLATE; III. PRUNING — THE SECRET WEAPON; IV. CLASSIC BACKTRACKING PROBLEMS; V. PROBLEMS (TOP 30); VI. THE SUBSET-VS-PERMUTATION DICHOTOMY; VII. WITH MEMOIZATION → DP; VIII. THE 8 BACKTRACKING PRINCIPLES; IX. SKIPPING DUPLICATES (CLASSIC PATTERN); X. RECOMMENDED READING
"What topics does '🎯 Branch and Bound' cover, and where does it live?",DSA-Grandmaster-Codex/05-ALGORITHMS-UNIVERSE/06-Branch-And-Bound.md — covers: I. THE IDEA; II. THE COMPONENTS; III. BACKTRACKING vs BRANCH & BOUND ⭐; IV. CLASSIC EXAMPLES; V. THE BOUND QUALITY MATTERS ⭐; VI. SEARCH STRATEGY; VII. COMPLEXITY; VIII. WHEN TO USE; IX. PROBLEMS / CONTEXTS
"What topics does '🎯 Two Pointers & Sliding Window' cover, and where does it live?","DSA-Grandmaster-Codex/05-ALGORITHMS-UNIVERSE/07-Two-Pointers-And-Sliding-Window.md — covers: I. TWO POINTERS (opposite ends); II. TWO POINTERS (same direction = sliding window); III. FIXED vs VARIABLE WINDOW; IV. THE MONOTONICITY REQUIREMENT ⭐; V. THE ""AT MOST K"" TRICK; VI. CLASSIC PROBLEMS; VII. THE DECISION GUIDE; VIII. COMPLEXITY; IX. PROBLEMS"
"What topics does '🎯 Bit Manipulation' cover, and where does it live?",DSA-Grandmaster-Codex/05-ALGORITHMS-UNIVERSE/08-Bit-Manipulation.md — covers: I. THE OPERATORS; II. THE ESSENTIAL TRICKS ⭐; III. XOR — THE MAGIC OPERATOR ⭐; IV. SUBSET ENUMERATION VIA BITMASKS; V. BITSET (O(n/64) speedup); VI. COMMON APPLICATIONS; VII. GOTCHAS ⭐; VIII. PROBLEMS
"What topics does '⚙️ Advanced Algorithm Paradigms Compendium' cover, and where does it live?",DSA-Grandmaster-Codex/05-ALGORITHMS-UNIVERSE/COMPENDIUM-Advanced-Algorithms.md — covers: 06 — BRANCH AND BOUND; 07 — TWO POINTERS & SLIDING WINDOW; 08 — BIT MANIPULATION; 09 — RANDOMIZED ALGORITHMS; 10 — APPROXIMATION ALGORITHMS; 11 — ONLINE ALGORITHMS; 12 — STREAMING ALGORITHMS; 13 — PARALLEL ALGORITHMS; 14 — DISTRIBUTED ALGORITHMS; 15 — SWEEP LINE; 16 — COORDINATE COMPRESSION; 17 — MEET IN THE MIDDLE
"What topics does '🧬 Dynamic Programming Universe' cover, and where does it live?",DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/00-Index.md — covers: 📚 Contents (all deep individual files); 🧭 LEARNING ORDER; 🎯 THE MUST-DO; 📌 DEEP REFERENCE
"What topics does '🧬 DP Foundations — The 5-Step Framework' cover, and where does it live?",DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/01-DP-Foundations.md — covers: I. WHAT IS DP?; II. TOP-DOWN VS BOTTOM-UP; III. THE 5-STEP DP FRAMEWORK; IV. THE MEMOIZATION TEMPLATE (C++); V. THE TABULATION TEMPLATE (C++); VI. SPACE OPTIMIZATION; VII. THE 4 STAGES OF DP UNDERSTANDING; VIII. WARNING SIGNS YOU NEED DP; IX. WARNING SIGNS DP WILL FAIL; X. EXERCISES
"What topics does '1️⃣ 1D Dynamic Programming' cover, and where does it live?",DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/02-1D-DP.md — covers: I. THE SHAPE; II. THE CANONICAL PROBLEMS; III. THE 1D DP RECIPE; IV. SPACE OPTIMIZATION; V. PROBLEMS TO PRACTICE
"What topics does '🧬 2D DP & Grid Problems' cover, and where does it live?",DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/03-2D-DP-Grids.md — covers: I. THE SHAPE; II. GRID PATH PROBLEMS; III. THE GRID DP TEMPLATE; IV. SPACE OPTIMIZATION; V. DIRECTION MATTERS; VI. 2D DP THAT ISN'T A GRID; VII. PROBLEMS
"What topics does '🧬 The Knapsack Family' cover, and where does it live?",DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/04-Knapsack-Family.md — covers: I. 0/1 KNAPSACK (each item once); II. UNBOUNDED KNAPSACK (unlimited copies); III. BOUNDED KNAPSACK (k copies of each); IV. SUBSET SUM (boolean knapsack); V. THE DERIVED PROBLEMS; VI. THE ORDER-OF-LOOPS SUBTLETY ⭐; VII. COUNTING VS OPTIMIZING; VIII. COMPLEXITY; IX. PROBLEMS
"What topics does '🧬 The LIS Family (Longest Increasing Subsequence)' cover, and where does it live?",DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/05-LIS-Family.md — covers: I. LIS — O(n²) DP; II. LIS — O(n log n) ⭐ (patience sorting); III. THE FAMILY; IV. THE BINARY-SEARCH-ON-DP TECHNIQUE; V. DILWORTH'S THEOREM (the deep connection); VI. COMPLEXITY; VII. PROBLEMS
"What topics does '🧬 The LCS Family (Longest Common Subsequence)' cover, and where does it live?",DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/06-LCS-Family.md — covers: I. LCS — the canonical 2D DP; II. THE FAMILY; III. THE 2D STRING DP TEMPLATE; IV. SUBSEQUENCE VS SUBSTRING ⭐; V. SPACE OPTIMIZATION; VI. COMPLEXITY; VII. PROBLEMS
"What topics does '🧬 Edit Distance Family' cover, and where does it live?",DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/07-Edit-Distance-Family.md — covers: I. EDIT DISTANCE (Levenshtein) — LC 72; II. THE FAMILY; III. THE COMMON SKELETON; IV. INTERVIEW TIPS; V. COMPLEXITY; VI. PROBLEMS
"What topics does '🧬 Stock DP (State-Machine DP)' cover, and where does it live?",DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/08-Stocks-DP.md — covers: I. THE STATE-MACHINE VIEW; II. THE SIX VARIANTS; III. THE UNIFIED FRAMEWORK; IV. STATE-MACHINE DP IN GENERAL; V. COMPLEXITY; VI. PROBLEMS
"What topics does '🧬 Interval DP' cover, and where does it live?","DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/09-Interval-DP.md — covers: I. THE SHAPE; II. CLASSIC PROBLEMS; III. THE ""PICK THE LAST/FIRST"" TRICK ⭐; IV. OPTIMIZATIONS; V. COMPLEXITY; VI. PROBLEMS"
"What topics does '🧬 Tree DP' cover, and where does it live?",DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/10-Tree-DP.md — covers: I. THE SHAPE; II. CLASSIC SUBTREE DPs; III. RE-ROOTING TECHNIQUE ⭐ (the power move); IV. SMALL-TO-LARGE MERGING; V. TREE DP + BITMASK / EXTRA STATE; VI. COMPLEXITY; VII. PROBLEMS
"What topics does '🧬 DP on Graphs (DAGs)' cover, and where does it live?",DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/11-Graph-DP-DAG.md — covers: I. THE PRINCIPLE; II. LONGEST PATH IN A DAG ⭐; III. COUNTING PATHS IN A DAG; IV. DP ON IMPLICIT DAGs; V. DAG DP RECIPES; VI. CONSTRAINED SHORTEST PATHS (DP flavor); VII. CYCLES? FIRST CONDENSE; VIII. COMPLEXITY; IX. PROBLEMS
"What topics does '🧬 Bitmask DP' cover, and where does it live?",DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/12-Bitmask-DP.md — covers: I. THE IDEA; II. BIT OPERATIONS CHEAT-SHEET; III. TRAVELING SALESMAN PROBLEM (TSP) — the flagship ⭐; IV. CLASSIC BITMASK DPs; V. PROFILE / BROKEN-PROFILE DP (bitmask over a frontier); VI. SUBSET-SUM OVER SUBMASKS (SOS DP); VII. CONSTRAINT RECOGNITION ⭐; VIII. COMPLEXITY; IX. PROBLEMS
"What topics does '🧬 Digit DP' cover, and where does it live?",DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/13-Digit-DP.md — covers: I. THE PROBLEM TYPE; II. THE STATE; III. KEY SUBTLETIES ⭐; IV. EXAMPLE PROPERTIES; V. WHEN TO USE; VI. COMPLEXITY; VII. PROBLEMS
"What topics does '🧬 Probability & Expected-Value DP' cover, and where does it live?",DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/14-Probability-Expected-DP.md — covers: I. TWO FLAVORS; II. PROBABILITY DP; III. EXPECTED-VALUE DP; IV. EXACT PROBABILITIES MOD p (competitive programming); V. LINEARITY OF EXPECTATION (often avoids DP entirely!) ⭐; VI. COMPLEXITY; VII. PROBLEMS
"What topics does '🧬 DP Optimizations' cover, and where does it live?",DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/15-DP-Optimizations.md — covers: I. CONVEX HULL TRICK (CHT) ⭐; II. DIVIDE & CONQUER DP ⭐; III. KNUTH'S OPTIMIZATION ⭐; IV. ALIENS TRICK (Lagrangian Relaxation) ⭐; V. MONOTONIC QUEUE / DEQUE OPTIMIZATION ⭐; VI. PREFIX-SUM / DATA-STRUCTURE OPTIMIZATION; VII. THE DECISION GUIDE; VIII. COMPLEXITY GAINS; IX. PROBLEMS; X. NOTE
"What topics does '🧬 SOS DP (Sum Over Subsets)' cover, and where does it live?",DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/16-SOS-DP.md — covers: I. THE PROBLEM; II. THE ALGORITHM ⭐; III. THE DUAL: SUM OVER SUPERSETS; IV. APPLICATIONS; V. RELATED: BITWISE CONVOLUTIONS; VI. COMPLEXITY; VII. WHEN TO USE; VIII. PROBLEMS; IX. NOTE
"What topics does '🧬 Profile DP (Broken Profile DP)' cover, and where does it live?",DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/17-Profile-DP.md — covers: I. THE PROBLEM TYPE; II. PROFILE = THE FRONTIER; III. DOMINO TILING (the canonical example); IV. THE GENERAL APPROACH; V. WHEN TO USE; VI. RELATED; VII. COMPLEXITY; VIII. PROBLEMS; IX. NOTE
"What topics does '🧬 DP with Data Structures' cover, and where does it live?",DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/18-DP-with-Data-Structures.md — covers: I. THE IDEA; II. THE TOOLBOX; III. WORKED EXAMPLE: LIS in O(n log n) via Segment Tree; IV. WORKED EXAMPLE: Counting DP with prefix sums; V. RECOGNITION ⭐; VI. COMPLEXITY; VII. PROBLEMS; VIII. NOTE
"What topics does '🧬 DP Cheatsheet — Recognition & Recall' cover, and where does it live?",DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/19-DP-Cheatsheet.md — covers: I. THE RECOGNITION TABLE; II. THE 5-STEP FRAMEWORK (always); III. CONSTRAINT → DP TYPE HINTS; IV. COUNTING vs OPTIMIZING vs FEASIBILITY; V. SPACE OPTIMIZATION REMINDERS; VI. COMMON BUGS; VII. THE 50-PROBLEM CANON
"What topics does '🧬 The 50 Classic DP Problems' cover, and where does it live?",DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/20-50-Classic-DP-Problems.md — covers: TIER 1 — FOUNDATIONS (1D / basics); TIER 2 — GRID & TWO-SEQUENCE; TIER 3 — KNAPSACK & SUBSET; TIER 4 — LIS & STOCKS; TIER 5 — INTERVAL & PARTITION; TIER 6 — TREE / GRAPH / ADVANCED; TIER 7 — HARD / SPECIALIZED; THE MUST-DO COMPLEMENT; HOW TO WORK THIS LIST
"What topics does '📜 Classical DP Compendium' cover, and where does it live?",DSA-Grandmaster-Codex/06-DYNAMIC-PROGRAMMING-UNIVERSE/COMPENDIUM-Classical-DP.md — covers: 02 — 1D DP; 03 — 2D DP / GRIDS; 04 — KNAPSACK FAMILY; 05 — LIS FAMILY; 06 — LCS FAMILY; 07 — EDIT DISTANCE FAMILY; 08 — STOCKS DP; 09 — INTERVAL DP; 10 — TREE DP; 11 — DAG DP; 12 — BITMASK DP; 13 — DIGIT DP
"What topics does '🌐 Graph Theory Universe' cover, and where does it live?",DSA-Grandmaster-Codex/07-GRAPH-THEORY-UNIVERSE/00-Index.md — covers: 📚 Contents (all deep individual files + compendium); 🧭 LEARNING ORDER; 🎯 THE MUST-DO; 📌 DEEP REFERENCE
"What topics does '🌐 Graph Foundations' cover, and where does it live?",DSA-Grandmaster-Codex/07-GRAPH-THEORY-UNIVERSE/01-Graph-Foundations.md — covers: I. DEFINITIONS; II. REPRESENTATIONS; III. KEY PROPERTIES; IV. THE TWO UNIVERSAL TRAVERSALS; V. GRAPH MODELING — THE REAL SKILL; VI. CHOOSING THE RIGHT ALGORITHM; VII. COMPLEXITY REFERENCE; VIII. PROBLEMS TO START WITH
"What topics does '🌐 BFS & DFS — The Two Universal Traversals' cover, and where does it live?",DSA-Grandmaster-Codex/07-GRAPH-THEORY-UNIVERSE/02-BFS-and-DFS.md — covers: I. BFS (Breadth-First Search); II. DFS (Depth-First Search); III. WHAT EACH UNLOCKS; IV. MULTI-SOURCE BFS ⭐; V. BFS/DFS ON GRIDS; VI. BFS ON IMPLICIT STATE GRAPHS ⭐; VII. 0-1 BFS (preview); VIII. DFS EDGE CLASSIFICATION (for directed graphs); IX. COMPLEXITY; X. PROBLEMS
"What topics does '🌐 Topological Sort' cover, and where does it live?",DSA-Grandmaster-Codex/07-GRAPH-THEORY-UNIVERSE/03-Topological-Sort.md — covers: I. WHAT & WHEN; II. KAHN'S ALGORITHM (BFS-based) ⭐; III. DFS-BASED TOPOLOGICAL SORT; IV. LEXICOGRAPHICALLY SMALLEST TOPO ORDER; V. TOPO SORT + DP ⭐; VI. APPLICATIONS; VII. CYCLE DETECTION CONNECTION; VIII. COMPLEXITY; IX. PROBLEMS
"What topics does '🌐 Cycle Detection' cover, and where does it live?",DSA-Grandmaster-Codex/07-GRAPH-THEORY-UNIVERSE/04-Cycle-Detection.md — covers: I. UNDIRECTED GRAPHS; II. DIRECTED GRAPHS; III. FINDING THE CYCLE (not just detecting); IV. SPECIAL: FUNCTIONAL GRAPHS (each node out-degree 1); V. NEGATIVE CYCLES (weighted); VI. APPLICATIONS; VII. COMPLEXITY; VIII. PROBLEMS
"What topics does '🌐 Connected Components' cover, and where does it live?",DSA-Grandmaster-Codex/07-GRAPH-THEORY-UNIVERSE/05-Connected-Components.md — covers: I. UNDIRECTED: CONNECTED COMPONENTS; II. DIRECTED: STRONGLY CONNECTED COMPONENTS (SCC); III. GRID COMPONENTS (very common); IV. DYNAMIC CONNECTIVITY; V. RELATED CONCEPTS; VI. APPLICATIONS; VII. COMPLEXITY; VIII. PROBLEMS
"What topics does '🌐 Shortest Paths' cover, and where does it live?",DSA-Grandmaster-Codex/07-GRAPH-THEORY-UNIVERSE/06-Shortest-Paths.md — covers: I. THE ALGORITHM SELECTOR ⭐; II. DIJKSTRA ⭐ (non-negative weights); III. BELLMAN-FORD (negative weights); IV. FLOYD-WARSHALL (all pairs); V. 0-1 BFS; VI. DIJKSTRA WITH STATE AUGMENTATION ⭐; VII. A* SEARCH; VIII. SHORTEST PATH IN A DAG; IX. COUNTING SHORTEST PATHS; X. PROBLEMS
"What topics does '🌐 Minimum Spanning Tree (MST)' cover, and where does it live?",DSA-Grandmaster-Codex/07-GRAPH-THEORY-UNIVERSE/07-MST.md — covers: I. THE PROBLEM; II. KRUSKAL'S ALGORITHM ⭐ (edge-based greedy); III. PRIM'S ALGORITHM (vertex-based greedy); IV. WHY GREEDY WORKS — THE CUT PROPERTY; V. BORŮVKA'S ALGORITHM; VI. VARIANTS & APPLICATIONS; VII. KRUSKAL vs PRIM — WHICH?; VIII. COMPLEXITY; IX. PROBLEMS
"What topics does '🌐 Bridges & Articulation Points' cover, and where does it live?",DSA-Grandmaster-Codex/07-GRAPH-THEORY-UNIVERSE/08-Bridges-Articulation.md — covers: I. DEFINITIONS; II. THE LOW-LINK IDEA (Tarjan) ⭐; III. BRIDGES; IV. ARTICULATION POINTS; V. RELATED STRUCTURES; VI. APPLICATIONS; VII. COMPLEXITY; VIII. PROBLEMS; IX. NOTE
"What topics does '🌐 Strongly Connected Components (SCC)' cover, and where does it live?",DSA-Grandmaster-Codex/07-GRAPH-THEORY-UNIVERSE/09-SCC.md — covers: I. DEFINITION; II. TARJAN'S ALGORITHM (single DFS) ⭐; III. KOSARAJU'S ALGORITHM (two DFS); IV. THE CONDENSATION DAG ⭐; V. APPLICATIONS; VI. COMPLEXITY; VII. PROBLEMS; VIII. NOTE
"What topics does '🌐 2-SAT' cover, and where does it live?",DSA-Grandmaster-Codex/07-GRAPH-THEORY-UNIVERSE/10-2-SAT.md — covers: I. THE PROBLEM; II. THE IMPLICATION GRAPH ⭐; III. THE SCC TRICK ⭐; IV. MODELING CONSTRAINTS AS 2-SAT; V. APPLICATIONS; VI. COMPLEXITY; VII. PROBLEMS; VIII. NOTE
"What topics does '🌐 Eulerian & Hamiltonian Paths' cover, and where does it live?",DSA-Grandmaster-Codex/07-GRAPH-THEORY-UNIVERSE/11-Eulerian-Hamiltonian.md — covers: I. EULERIAN PATH / CIRCUIT (every edge exactly once); II. HAMILTONIAN PATH / CYCLE (every vertex exactly once); III. THE CRUCIAL CONTRAST ⭐; IV. APPLICATIONS; V. CHINESE POSTMAN (route inspection); VI. COMPLEXITY; VII. PROBLEMS
"What topics does '🌐 Bipartite Matching' cover, and where does it live?",DSA-Grandmaster-Codex/07-GRAPH-THEORY-UNIVERSE/12-Bipartite-Matching.md — covers: I. BIPARTITE GRAPHS; II. MAXIMUM BIPARTITE MATCHING; III. KÖNIG'S THEOREM & DUALITY ⭐; IV. MATCHING VIA MAX FLOW; V. ASSIGNMENT PROBLEM (weighted); VI. APPLICATIONS; VII. COMPLEXITY; VIII. PROBLEMS
"What topics does '🌐 General Graph Matching (Blossom)' cover, and where does it live?",DSA-Grandmaster-Codex/07-GRAPH-THEORY-UNIVERSE/13-General-Matching.md — covers: I. THE PROBLEM; II. EDMONDS' BLOSSOM ALGORITHM ⭐; III. WHY BLOSSOMS ARE HARD; IV. WEIGHTED GENERAL MATCHING; V. WHEN YOU NEED IT; VI. PRACTICAL ADVICE; VII. COMPLEXITY; VIII. PROBLEMS; IX. NOTE
"What topics does '🌐 Network Flow (Max Flow / Min Cut)' cover, and where does it live?",DSA-Grandmaster-Codex/07-GRAPH-THEORY-UNIVERSE/14-Network-Flow.md — covers: I. THE PROBLEM; II. MAX-FLOW MIN-CUT THEOREM ⭐⭐; III. FORD-FULKERSON / EDMONDS-KARP; IV. DINIC'S ALGORITHM ⭐ (the practical choice); V. MODELING WITH FLOW (the real skill) ⭐; VI. MIN-COST MAX-FLOW (MCMF); VII. PROJECT SELECTION (classic min-cut); VIII. COMPLEXITY; IX. PROBLEMS; X. NOTE
"What topics does '🌐 Min-Cost Max-Flow (MCMF)' cover, and where does it live?",DSA-Grandmaster-Codex/07-GRAPH-THEORY-UNIVERSE/15-Min-Cost-Flow.md — covers: I. THE PROBLEM; II. THE ALGORITHM ⭐; III. COMPLEXITY; IV. MODELING WITH MCMF ⭐; V. CONVEX COSTS; VI. MCMF VS HUNGARIAN; VII. APPLICATIONS; VIII. COMPLEXITY SUMMARY; IX. PROBLEMS; X. NOTE
"What topics does '🌐 Lowest Common Ancestor (LCA)' cover, and where does it live?",DSA-Grandmaster-Codex/07-GRAPH-THEORY-UNIVERSE/16-LCA.md — covers: I. THE PROBLEM; II. BINARY LIFTING ⭐ (most common); III. EULER TOUR + RMQ — O(1) query; IV. DISTANCE & PATH QUERIES (the payoff) ⭐; V. OFFLINE: TARJAN'S LCA; VI. APPLICATIONS; VII. COMPLEXITY; VIII. PROBLEMS
"What topics does '🌐 Heavy-Light Decomposition & Centroid Decomposition' cover, and where does it live?",DSA-Grandmaster-Codex/07-GRAPH-THEORY-UNIVERSE/17-HLD-Centroid.md — covers: I. HEAVY-LIGHT DECOMPOSITION (HLD) ⭐; II. CENTROID DECOMPOSITION ⭐; III. HLD vs CENTROID — WHICH?; IV. EULER TOUR (the simpler cousin); V. COMPLEXITY; VI. APPLICATIONS; VII. PROBLEMS; VIII. NOTE
"What topics does '🌐 Dynamic Graphs' cover, and where does it live?","DSA-Grandmaster-Codex/07-GRAPH-THEORY-UNIVERSE/18-Dynamic-Graphs.md — covers: I. THE PROBLEM; II. INCREMENTAL (only ADD edges) — easy ⭐; III. DECREMENTAL (only REMOVE edges); IV. FULLY DYNAMIC (add AND remove, online); V. OFFLINE DYNAMIC CONNECTIVITY ⭐ (the CP workhorse); VI. DYNAMIC MST; VII. APPLICATIONS; VIII. COMPLEXITY SUMMARY; IX. PROBLEMS; X. NOTE"
"What topics does '🌐 Planar Graphs' cover, and where does it live?",DSA-Grandmaster-Codex/07-GRAPH-THEORY-UNIVERSE/19-Planar-Graphs.md — covers: I. DEFINITION; II. EULER'S FORMULA ⭐; III. KURATOWSKI / WAGNER (characterization); IV. PLANARITY TESTING; V. WHY PLANARITY MATTERS; VI. APPLICATIONS; VII. THE FOUR COLOR THEOREM; VIII. DUAL GRAPH; IX. CP/PRACTICAL NOTE; X. PROBLEMS / CONCEPTS
"What topics does '🌐 The Complete Graph Algorithms Compendium' cover, and where does it live?",DSA-Grandmaster-Codex/07-GRAPH-THEORY-UNIVERSE/COMPENDIUM-All-Graph-Algorithms.md — covers: 01 — GRAPH FOUNDATIONS; 02 — BFS; 03 — DFS; 04 — TOPOLOGICAL SORT; 05 — CYCLE DETECTION; 06 — DIJKSTRA; 07 — BELLMAN-FORD; 08 — FLOYD-WARSHALL; 09 — 0-1 BFS; 10 — KRUSKAL'S MST; 11 — PRIM'S MST; 12 — BRIDGES (Tarjan)
"What topics does '🔤 String Universe' cover, and where does it live?",DSA-Grandmaster-Codex/08-STRING-UNIVERSE/00-Index.md — covers: 📚 Contents (all deep individual files + compendium); 🧭 LEARNING ORDER; 📌 DEEP REFERENCE
"What topics does '🔤 String Foundations' cover, and where does it live?",DSA-Grandmaster-Codex/08-STRING-UNIVERSE/01-String-Foundations.md — covers: I. WHAT IS A STRING; II. CORE OPERATIONS & COMPLEXITY; III. THE MUTABILITY TRAP; IV. NAIVE SUBSTRING SEARCH — O(nm); V. THE STRING ALGORITHM PROGRESSION; VI. CHARACTER FREQUENCY PATTERNS; VII. THE FULL TOOLKIT; VIII. STARTER PROBLEMS
"What topics does '🔤 String Hashing — Polynomial Rolling Hash' cover, and where does it live?",DSA-Grandmaster-Codex/08-STRING-UNIVERSE/02-Hashing.md — covers: I. THE IDEA; II. POLYNOMIAL ROLLING HASH; III. PREFIX HASHES (the power move); IV. ROLLING (sliding window) HASH; V. COLLISIONS & ANTI-HASH; VI. APPLICATIONS; VII. WORKED EXAMPLE: Longest Common Substring (binary search + hashing); VIII. PITFALLS; IX. PROBLEMS; X. TEMPLATE
"What topics does '🔤 KMP — Knuth-Morris-Pratt' cover, and where does it live?",DSA-Grandmaster-Codex/08-STRING-UNIVERSE/03-KMP.md — covers: I. THE PROBLEM; II. THE FAILURE FUNCTION; III. IMPLEMENTATION; IV. WHY O(n+m); V. APPLICATIONS; VI. PROBLEMS
"What topics does '🔤 Z-Algorithm' cover, and where does it live?",DSA-Grandmaster-Codex/08-STRING-UNIVERSE/04-Z-Algorithm.md — covers: I. THE Z-ARRAY; II. THE ALGORITHM (O(n)); III. PATTERN MATCHING WITH Z; IV. Z vs KMP; V. APPLICATIONS; VI. PERIODICITY VIA Z; VII. PROBLEMS; VIII. TEMPLATE
